category,name,goal,environment,positions,levels,volume_hint,coaching_points,progression,regression,contra,rest,note,id,plyo_impact,equipment_detail
Olympic/Power & Medball,Jump Shrug (Trap/BB),Explosivkraft/Rate of Force Development,Gym;Field,ALL,Rookie;Advanced;Pro;Elite,3–4×2–3 @RPE7,schnelle Hüfte | ruhiger Catch,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Knie/Achille akut → Höhe reduzieren,2–3′,Hauptsächlich Off-Power; Technikaufbau in Off-Foundation,jump_shrug_trap_bb,,
Olympic/Power & Medball,Push Jerk,Explosivkraft/Rate of Force Development,Gym;Field,ALL,Rookie;Advanced;Pro;Elite,3–4×2–3 @RPE7,schnelle Hüfte | ruhiger Catch,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,2–3′,Hauptsächlich Off-Power; Technikaufbau in Off-Foundation,push_jerk,,
Olympic/Power & Medball,Split Jerk (technik),Explosivkraft/Rate of Force Development,Gym;Field,ALL,Rookie;Advanced;Pro;Elite,3–4×2–3 @RPE7,schnelle Hüfte | ruhiger Catch,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,2–3′,Hauptsächlich Off-Power; Technikaufbau in Off-Foundation,split_jerk_technik,,
Olympic/Power & Medball,Hang Snatch Pull (leicht),Explosivkraft/Rate of Force Development,Gym;Field,ALL,Rookie;Advanced;Pro;Elite,3–4×2–3 @RPE7,schnelle Hüfte | ruhiger Catch,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,2–3′,Hauptsächlich Off-Power; Technikaufbau in Off-Foundation,hang_snatch_pull_leicht,,
Olympic/Power & Medball,KB Swing (hip-dominant),Explosivkraft/Rate of Force Development,Gym;Field,ALL,Rookie;Advanced;Pro;Elite,3–4×2–3 @RPE7,schnelle Hüfte | ruhiger Catch,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,2–3′,Hauptsächlich Off-Power; Technikaufbau in Off-Foundation,kb_swing_hip_dominant,,
Olympic/Power & Medball,Trap Bar Jump Shrug,Explosivkraft/Rate of Force Development,Gym;Field,ALL,Rookie;Advanced;Pro;Elite,3–4×2–3 @RPE7,schnelle Hüfte | ruhiger Catch,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Knie/Achille akut → Höhe reduzieren,2–3′,Hauptsächlich Off-Power; Technikaufbau in Off-Foundation,trap_bar_jump_shrug,,
Olympic/Power & Medball,MB Slam,Explosivkraft/Rate of Force Development,Gym;Field,ALL,Rookie;Advanced;Pro;Elite,3–4×2–3 @RPE7,schnelle Hüfte | ruhiger Catch,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,2–3′,Hauptsächlich Off-Power; Technikaufbau in Off-Foundation,mb_slam,,
Olympic/Power & Medball,MB Overhead Throw,Explosivkraft/Rate of Force Development,Gym;Field,ALL,Rookie;Advanced;Pro;Elite,3–4×2–3 @RPE7,schnelle Hüfte | ruhiger Catch,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",vordere Schulter gereizt → Griff/ROM anpassen,2–3′,Hauptsächlich Off-Power; Technikaufbau in Off-Foundation,mb_overhead_throw,,
Olympic/Power & Medball,MB Chest Pass,Explosivkraft/Rate of Force Development,Gym;Field,ALL,Rookie;Advanced;Pro;Elite,3–4×2–3 @RPE7,schnelle Hüfte | ruhiger Catch,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,2–3′,Hauptsächlich Off-Power; Technikaufbau in Off-Foundation,mb_chest_pass,,
Olympic/Power & Medball,MB Rotational Throw,Explosivkraft/Rate of Force Development,Gym;Field,ALL,Rookie;Advanced;Pro;Elite,3–4×2–3 @RPE7,schnelle Hüfte | ruhiger Catch,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,2–3′,Hauptsächlich Off-Power; Technikaufbau in Off-Foundation,mb_rotational_throw,,
Olympic/Power & Medball,MB Scoop Toss,Explosivkraft/Rate of Force Development,Gym;Field,ALL,Rookie;Advanced;Pro;Elite,3–4×2–3 @RPE7,schnelle Hüfte | ruhiger Catch,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,2–3′,Hauptsächlich Off-Power; Technikaufbau in Off-Foundation,mb_scoop_toss,,
Olympic/Power & Medball,Kneeling Rotational Throw,Explosivkraft/Rate of Force Development,Gym;Field,ALL,Rookie;Advanced;Pro;Elite,3–4×2–3 @RPE7,schnelle Hüfte | ruhiger Catch,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,2–3′,Hauptsächlich Off-Power; Technikaufbau in Off-Foundation,kneeling_rotational_throw,,
Olympic/Power & Medball,MB Shotput,Explosivkraft/Rate of Force Development,Gym;Field,ALL,Rookie;Advanced;Pro;Elite,3–4×2–3 @RPE7,schnelle Hüfte | ruhiger Catch,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,2–3′,Hauptsächlich Off-Power; Technikaufbau in Off-Foundation,mb_shotput,,
Olympic/Power & Medball,MB to Wall (reactive),Explosivkraft/Rate of Force Development,Gym;Field,ALL,Rookie;Advanced;Pro;Elite,3–4×2–3 @RPE7,schnelle Hüfte | ruhiger Catch,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,2–3′,Hauptsächlich Off-Power; Technikaufbau in Off-Foundation,mb_to_wall_reactive,,
Olympic/Power & Medball,MB Drop-Catch,Explosivkraft/Rate of Force Development,Gym;Field,ALL,Rookie;Advanced;Pro;Elite,3–4×2–3 @RPE7,schnelle Hüfte | ruhiger Catch,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Achillessehne/Hamstring gereizt → vermeiden,2–3′,Hauptsächlich Off-Power; Technikaufbau in Off-Foundation,mb_drop_catch,,
Olympic/Power & Medball,MB Heiden Slam (seitlich),Explosivkraft/Rate of Force Development,Gym;Field,ALL,Rookie;Advanced;Pro;Elite,3–4×2–3 @RPE7,schnelle Hüfte | ruhiger Catch,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,2–3′,Hauptsächlich Off-Power; Technikaufbau in Off-Foundation,mb_heiden_slam_seitlich,,
Olympic/Power & Medball,MB Broad Toss,Explosivkraft/Rate of Force Development,Gym;Field,ALL,Rookie;Advanced;Pro;Elite,3–4×2–3 @RPE7,schnelle Hüfte | ruhiger Catch,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Knie/Achille akut → Höhe reduzieren,2–3′,Hauptsächlich Off-Power; Technikaufbau in Off-Foundation,mb_broad_toss,,
Olympic/Power & Medball,MB Combo (Throw+Jump),Explosivkraft/Rate of Force Development,Gym;Field,ALL,Rookie;Advanced;Pro;Elite,3–4×2–3 @RPE7,schnelle Hüfte | ruhiger Catch,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Knie/Achille akut → Höhe reduzieren,2–3′,Hauptsächlich Off-Power; Technikaufbau in Off-Foundation,mb_combo_throw_jump,,
Plyo LOW,Ankle Pogos,SSC-Vorbereitung/Rhythmus,Field,ALL,Rookie;Advanced;Pro;Elite,2–3×10–20 Kontakte,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,30–60,Warm-up/Priming in allen Phasen; Rookies bevorzugt,ankle_pogos,,
Plyo LOW,Line Hops fwd/back,SSC-Vorbereitung/Rhythmus,Field,ALL,Rookie;Advanced;Pro;Elite,2–3×10–20 Kontakte,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,30–60,Warm-up/Priming in allen Phasen; Rookies bevorzugt,line_hops_fwd_back,,
Plyo LOW,Line Hops lateral,SSC-Vorbereitung/Rhythmus,Field,ALL,Rookie;Advanced;Pro;Elite,2–3×10–20 Kontakte,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,30–60,Warm-up/Priming in allen Phasen; Rookies bevorzugt,line_hops_lateral,,
Plyo LOW,Mini-Hurdle March,SSC-Vorbereitung/Rhythmus,Field,ALL,Rookie;Advanced;Pro;Elite,2–3×10–20 Kontakte,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,30–60,Warm-up/Priming in allen Phasen; Rookies bevorzugt,mini_hurdle_march,,
Plyo LOW,Mini-Hurdle Skip,SSC-Vorbereitung/Rhythmus,Field,ALL,Rookie;Advanced;Pro;Elite,2–3×10–20 Kontakte,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,30–60,Warm-up/Priming in allen Phasen; Rookies bevorzugt,mini_hurdle_skip,,
Plyo LOW,Low Box Step-offs (Landung),SSC-Vorbereitung/Rhythmus,Field,ALL,Rookie;Advanced;Pro;Elite,2–3×10–20 Kontakte,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,30–60,Warm-up/Priming in allen Phasen; Rookies bevorzugt,low_box_step_offs_landung,,
Plyo LOW,Jump Rope,SSC-Vorbereitung/Rhythmus,Field,ALL,Rookie;Advanced;Pro;Elite,2–3×10–20 Kontakte,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Knie/Achille akut → Höhe reduzieren,30–60,Warm-up/Priming in allen Phasen; Rookies bevorzugt,jump_rope,,
Plyo LOW,Skater Hop low,SSC-Vorbereitung/Rhythmus,Field,ALL,Rookie;Advanced;Pro;Elite,2–3×10–20 Kontakte,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,30–60,Warm-up/Priming in allen Phasen; Rookies bevorzugt,skater_hop_low,,
Plyo LOW,Snap Downs,SSC-Vorbereitung/Rhythmus,Field,ALL,Rookie;Advanced;Pro;Elite,2–3×10–20 Kontakte,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,30–60,Warm-up/Priming in allen Phasen; Rookies bevorzugt,snap_downs,,
Plyo LOW,Power Skip,SSC-Vorbereitung/Rhythmus,Field,ALL,Rookie;Advanced;Pro;Elite,2–3×10–20 Kontakte,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,30–60,Warm-up/Priming in allen Phasen; Rookies bevorzugt,power_skip,,
Plyo LOW,Alternating Split Hop low,SSC-Vorbereitung/Rhythmus,Field,ALL,Rookie;Advanced;Pro;Elite,2–3×10–20 Kontakte,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,30–60,Warm-up/Priming in allen Phasen; Rookies bevorzugt,alternating_split_hop_low,,
Plyo LOW,Lateral Quick Hops,SSC-Vorbereitung/Rhythmus,Field,ALL,Rookie;Advanced;Pro;Elite,2–3×10–20 Kontakte,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,30–60,Warm-up/Priming in allen Phasen; Rookies bevorzugt,lateral_quick_hops,,
Plyo LOW,Low CMJ submax,SSC-Vorbereitung/Rhythmus,Field,ALL,Rookie;Advanced;Pro;Elite,2–3×10–20 Kontakte,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,30–60,Warm-up/Priming in allen Phasen; Rookies bevorzugt,low_cmj_submax,,
Plyo LOW,Toe Taps,SSC-Vorbereitung/Rhythmus,Field,ALL,Rookie;Advanced;Pro;Elite,2–3×10–20 Kontakte,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,30–60,Warm-up/Priming in allen Phasen; Rookies bevorzugt,toe_taps,,
Plyo LOW,Rudiment Series 1–3,SSC-Vorbereitung/Rhythmus,Field,ALL,Rookie;Advanced;Pro;Elite,2–3×10–20 Kontakte,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,30–60,Warm-up/Priming in allen Phasen; Rookies bevorzugt,rudiment_series_1_3,,
Plyo LOW,A-Skip Jumps,SSC-Vorbereitung/Rhythmus,Field,ALL,Rookie;Advanced;Pro;Elite,2–3×10–20 Kontakte,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Knie/Achille akut → Höhe reduzieren,30–60,Warm-up/Priming in allen Phasen; Rookies bevorzugt,a_skip_jumps,,
Plyo LOW,Pogo to Stick,SSC-Vorbereitung/Rhythmus,Field,ALL,Rookie;Advanced;Pro;Elite,2–3×10–20 Kontakte,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,30–60,Warm-up/Priming in allen Phasen; Rookies bevorzugt,pogo_to_stick,,
Plyo LOW,Hop-to-Stick (1-beinig),SSC-Vorbereitung/Rhythmus,Field,ALL,Rookie;Advanced;Pro;Elite,2–3×10–20 Kontakte,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,30–60,Warm-up/Priming in allen Phasen; Rookies bevorzugt,hop_to_stick_1_beinig,,
Plyo LOW,Box Landing Mechanics,SSC-Vorbereitung/Rhythmus,Field,ALL,Rookie;Advanced;Pro;Elite,2–3×10–20 Kontakte,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,30–60,Warm-up/Priming in allen Phasen; Rookies bevorzugt,box_landing_mechanics,,
Plyo LOW,Ankling Drills,SSC-Vorbereitung/Rhythmus,Field,ALL,Rookie;Advanced;Pro;Elite,2–3×10–20 Kontakte,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,30–60,Warm-up/Priming in allen Phasen; Rookies bevorzugt,ankling_drills,,
Plyo LOW,Wall Jump Prep,SSC-Vorbereitung/Rhythmus,Field,ALL,Rookie;Advanced;Pro;Elite,2–3×10–20 Kontakte,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Knie/Achille akut → Höhe reduzieren,30–60,Warm-up/Priming in allen Phasen; Rookies bevorzugt,wall_jump_prep,,
Plyo LOW,Low Tuck Prep,SSC-Vorbereitung/Rhythmus,Field,ALL,Rookie;Advanced;Pro;Elite,2–3×10–20 Kontakte,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,30–60,Warm-up/Priming in allen Phasen; Rookies bevorzugt,low_tuck_prep,,
Plyo MID,Box Jump (submax),Reaktive Sprungkraft (mid),Field,ALL,Rookie;Advanced;Pro;Elite,3–4×3–5,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Knie/Achille akut → Höhe reduzieren,90–120,Off-Strength/Preseason; Qualität vor Menge,box_jump_submax,,
Plyo MID,Hurdle Hops (mittel),Reaktive Sprungkraft (mid),Field,ALL,Rookie;Advanced;Pro;Elite,3–4×3–5,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Off-Strength/Preseason; Qualität vor Menge,hurdle_hops_mittel,,
Plyo MID,Broad Jump,Reaktive Sprungkraft (mid),Field,ALL,Rookie;Advanced;Pro;Elite,3–4×3–5,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Knie/Achille akut → Höhe reduzieren,90–120,Off-Strength/Preseason; Qualität vor Menge,broad_jump,,
Plyo MID,Lateral Bound (mittel),Reaktive Sprungkraft (mid),Field,ALL,Rookie;Advanced;Pro;Elite,3–4×3–5,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Off-Strength/Preseason; Qualität vor Menge,lateral_bound_mittel,,
Plyo MID,Split Jump (kontrolliert),Reaktive Sprungkraft (mid),Field,ALL,Rookie;Advanced;Pro;Elite,3–4×3–5,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Knie/Achille akut → Höhe reduzieren,90–120,Off-Strength/Preseason; Qualität vor Menge,split_jump_kontrolliert,,
Plyo MID,CMJ (moderat),Reaktive Sprungkraft (mid),Field,ALL,Rookie;Advanced;Pro;Elite,3–4×3–5,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Off-Strength/Preseason; Qualität vor Menge,cmj_moderat,,
Plyo MID,Drop-to-Jump (niedrig),Reaktive Sprungkraft (mid),Field,ALL,Rookie;Advanced;Pro;Elite,3–4×3–5,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Achillessehne/Hamstring gereizt → vermeiden,90–120,Off-Strength/Preseason; Qualität vor Menge,drop_to_jump_niedrig,,
Plyo MID,Triple Broad,Reaktive Sprungkraft (mid),Field,ALL,Rookie;Advanced;Pro;Elite,3–4×3–5,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Knie/Achille akut → Höhe reduzieren,90–120,Off-Strength/Preseason; Qualität vor Menge,triple_broad,,
Plyo MID,Bound 3–5 Kontakte,Reaktive Sprungkraft (mid),Field,ALL,Rookie;Advanced;Pro;Elite,3–4×3–5,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Off-Strength/Preseason; Qualität vor Menge,bound_3_5_kontakte,,
Plyo MID,Skater Jump (weiter),Reaktive Sprungkraft (mid),Field,ALL,Rookie;Advanced;Pro;Elite,3–4×3–5,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Knie/Achille akut → Höhe reduzieren,90–120,Off-Strength/Preseason; Qualität vor Menge,skater_jump_weiter,,
Plyo MID,Seated Box Jump,Reaktive Sprungkraft (mid),Field,ALL,Rookie;Advanced;Pro;Elite,3–4×3–5,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Knie/Achille akut → Höhe reduzieren,90–120,Off-Strength/Preseason; Qualität vor Menge,seated_box_jump,,
Plyo MID,Lateral Hurdle Hop,Reaktive Sprungkraft (mid),Field,ALL,Rookie;Advanced;Pro;Elite,3–4×3–5,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Off-Strength/Preseason; Qualität vor Menge,lateral_hurdle_hop,,
Plyo MID,Depth Landing + Jump (niedrig),Reaktive Sprungkraft (mid),Field,ALL,A;P;E,3–4×3–5,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Achillessehne/Hamstring gereizt → vermeiden,90–120,Off-Strength/Preseason; Qualität vor Menge,depth_landing_jump_niedrig,,
Plyo MID,Snap Down → Jump,Reaktive Sprungkraft (mid),Field,ALL,Rookie;Advanced;Pro;Elite,3–4×3–5,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Knie/Achille akut → Höhe reduzieren,90–120,Off-Strength/Preseason; Qualität vor Menge,snap_down_jump,,
Plyo MID,MB Toss + Jump Combo,Reaktive Sprungkraft (mid),Field,ALL,Rookie;Advanced;Pro;Elite,3–4×3–5,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Knie/Achille akut → Höhe reduzieren,90–120,Off-Strength/Preseason; Qualität vor Menge,mb_toss_jump_combo,,
Plyo MID,Pogo → Hurdle,Reaktive Sprungkraft (mid),Field,ALL,Rookie;Advanced;Pro;Elite,3–4×3–5,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Off-Strength/Preseason; Qualität vor Menge,pogo_hurdle,,
Plyo MID,Stick & Go,Reaktive Sprungkraft (mid),Field,ALL,Rookie;Advanced;Pro;Elite,3–4×3–5,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Off-Strength/Preseason; Qualität vor Menge,stick_go,,
Plyo MID,Multi-Jump Circuit (3–5er),Reaktive Sprungkraft (mid),Field,ALL,Rookie;Advanced;Pro;Elite,3–4×3–5,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Knie/Achille akut → Höhe reduzieren,90–120,Off-Strength/Preseason; Qualität vor Menge,multi_jump_circuit_3_5er,,
Plyo MID,Box Jump mit Pause,Reaktive Sprungkraft (mid),Field,ALL,Rookie;Advanced;Pro;Elite,3–4×3–5,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Knie/Achille akut → Höhe reduzieren,90–120,Off-Strength/Preseason; Qualität vor Menge,box_jump_mit_pause,,
Plyo MID,Single-Leg Hop (kurz),Reaktive Sprungkraft (mid),Field,ALL,Rookie;Advanced;Pro;Elite,3–4×3–5,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Off-Strength/Preseason; Qualität vor Menge,single_leg_hop_kurz,,
Plyo MID,Alt. Lunge Jumps (kontrolliert),Reaktive Sprungkraft (mid),Field,ALL,Rookie;Advanced;Pro;Elite,3–4×3–5,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Knie/Achille akut → Höhe reduzieren,90–120,Off-Strength/Preseason; Qualität vor Menge,alt_lunge_jumps_kontrolliert,,
Plyo MID,Hurdle Lateral In/Out,Reaktive Sprungkraft (mid),Field,ALL,Rookie;Advanced;Pro;Elite,3–4×3–5,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,90–120,Off-Strength/Preseason; Qualität vor Menge,hurdle_lateral_in_out,,
Plyo HIGH,Depth Jump,Hochintensive Reaktivkraft (RSI),Field,ALL,A;P;E,3–5×2–4,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Achillessehne/Hamstring gereizt → vermeiden,2–3′,Nur Off-Power (Advanced/Pro),depth_jump,,
Plyo HIGH,Reactive Drop Jump,Hochintensive Reaktivkraft (RSI),Field,ALL,A;P;E,3–5×2–4,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Achillessehne/Hamstring gereizt → vermeiden,2–3′,Nur Off-Power (Advanced/Pro),reactive_drop_jump,,
Plyo HIGH,Continuous Hurdle Hops (hoch),Hochintensive Reaktivkraft (RSI),Field,ALL,A;P;E,3–5×2–4,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,2–3′,Nur Off-Power (Advanced/Pro),continuous_hurdle_hops_hoch,,
Plyo HIGH,Single-Leg Hurdle Hops,Hochintensive Reaktivkraft (RSI),Field,ALL,A;P;E,3–5×2–4,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,2–3′,Nur Off-Power (Advanced/Pro),single_leg_hurdle_hops,,
Plyo HIGH,Bounding 20–30 m,Hochintensive Reaktivkraft (RSI),Field,ALL,A;P;E,3–5×2–4,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Achillessehne/Hamstring gereizt → vermeiden,2–3′,Nur Off-Power (Advanced/Pro),bounding_20_30_m,,
Plyo HIGH,Alternating Bounds (hoch),Hochintensive Reaktivkraft (RSI),Field,ALL,A;P;E,3–5×2–4,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Schmerz/Instabilität → skalieren/ersetzen,2–3′,Nur Off-Power (Advanced/Pro),alternating_bounds_hoch,,
Plyo HIGH,Depth → Broad,Hochintensive Reaktivkraft (RSI),Field,ALL,A;P;E,3–5×2–4,leise Landung | kurzer Bodenkontakt,Last/Distanz/Höhe progressiv ↑,"ROM/Last/Höhe ↓, Assist nutzen",Achillessehne/Hamstring gereizt → vermeiden,2–3′,Nur Off-Power (Advanced/Pro),depth_broad,,
